mes_num,mes_nombre,ingrediente,categoria,subcategoria,descripcion_culinaria,zona,disponibilidad,lat,lon,partidos,tipo_clima,descripcion_zona,notas_produccion
1,Enero,Choclo,verdura,grano,Cosecha de verano. Base de humitas y locros.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción extensiva. Choclo blanco y amarillo.
2,Febrero,Choclo,verdura,grano,Cosecha de verano. Base de humitas y locros.,Cuenca del Salado,plena,-36.30,-58.00,"Chascomús, Dolores, General Belgrano, Pila",Templado continental,Zona predominantemente ganadera con producción hortícola menor. Buen potencial para cultivos extensivos como zapallo y choclo.,Producción extensiva. Choclo blanco y amarillo.
12,Diciembre,Choclo,verdura,grano,Cosecha de verano. Base de humitas y locros.,Pampa Húmeda Interior,plena,-37.30,-59.10,"Tandil, Azul, Olavarría, Rauch",Templado continental,Producción mixta. Tandil conocida por sus chacinados pero también produce verduras de raíz y tubérculos en invierno. Estaciones más marcadas.,Buen volumen. Destino industria y consumo fresco.
1,Enero,Choclo,verdura,grano,Cosecha de verano. Base de humitas y locros.,Pampa Húmeda Interior,plena,-37.30,-59.10,"Tandil, Azul, Olavarría, Rauch",Templado continental,Producción mixta. Tandil conocida por sus chacinados pero también produce verduras de raíz y tubérculos en invierno. Estaciones más marcadas.,Buen volumen. Destino industria y consumo fresco.
2,Febrero,Choclo,verdura,grano,Cosecha de verano. Base de humitas y locros.,Pampa Húmeda Interior,plena,-37.30,-59.10,"Tandil, Azul, Olavarría, Rauch",Templado continental,Producción mixta. Tandil conocida por sus chacinados pero también produce verduras de raíz y tubérculos en invierno. Estaciones más marcadas.,Buen volumen. Destino industria y consumo fresco.
1,Enero,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
2,Febrero,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
3,Marzo,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
4,Abril,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
5,Mayo,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
6,Junio,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
7,Julio,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
8,Agosto,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
9,Septiembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
10,Octubre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
11,Noviembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
12,Diciembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Todo el año. Pico en invierno cuando escasean otros.
1,Enero,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
2,Febrero,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
3,Marzo,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
4,Abril,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
5,Mayo,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
6,Junio,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
7,Julio,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
8,Agosto,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
9,Septiembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
10,Octubre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
11,Noviembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
12,Diciembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,GBA Norte Hortícola,plena,-34.45,-58.78,"Pilar, Exaltación de la Cruz, Luján, Mercedes",Templado húmedo,Cinturón hortícola norte. Producción intensiva de tomates,Producción continua bajo cubierta y a campo.
1,Enero,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
2,Febrero,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
3,Marzo,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
4,Abril,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
5,Mayo,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
6,Junio,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
7,Julio,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
8,Agosto,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
9,Septiembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
10,Octubre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
11,Noviembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
12,Diciembre,Acelga,verdura,hoja,Resistente al frío. Producción casi todo el año.,Delta del Tigre,plena,-34.18,-58.58,"Tigre, San Fernando, Escobar, Campana",Húmedo templado,Zona de islas y humedales. Producción de verduras de hoja y frutilla en pequeñas parcelas familiares. Muy vinculada a la cocina de campo y al turismo gastronómico.,Muy fresca. Producción familiar intensiva.
4,Abril,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Prefiere fresco. Mejor calidad en invierno.
5,Mayo,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Prefiere fresco. Mejor calidad en invierno.
6,Junio,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Prefiere fresco. Mejor calidad en invierno.
7,Julio,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Prefiere fresco. Mejor calidad en invierno.
8,Agosto,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Prefiere fresco. Mejor calidad en invierno.
9,Septiembre,Espinaca,verdura,hoja,Más delicada que la acelga. Preferida en cocina fina.,GBA Sur Hortícola,plena,-34.85,-58.20,"Florencio Varela, Berazategui, La Plata, Cañuelas",Templado húmedo,El cinturón hortícola más grande del país. Producción casi continua de hoja,Prefiere fresco. Mejor calidad en invierno.
